1,16.99,1.01,1,0,6,0,2
2,10.34,1.66,0,0,6,0,3
3,21.01,3.50,0,0,6,0,3
4,23.68,3.31,0,0,6,0,2
5,24.59,3.61,1,0,6,0,4
6,25.29,4.71,0,0,6,0,4
7,8.77,2.00,0,0,6,0,2
8,26.88,3.12,0,0,6,0,4
9,15.04,1.96,0,0,6,0,2
10,14.78,3.23,0,0,6,0,2
11,10.27,1.71,0,0,6,0,2
12,35.26,5.00,1,0,6,0,4
13,15.42,1.57,0,0,6,0,2
14,18.43,3.00,0,0,6,0,4
15,14.83,3.02,1,0,6,0,2
16,21.58,3.92,0,0,6,0,2
17,10.33,1.67,1,0,6,0,3
18,16.29,3.71,0,0,6,0,3
19,16.97,3.50,1,0,6,0,3
20,20.65,3.35,0,0,5,0,3
21,17.92,4.08,0,0,5,0,2
22,20.29,2.75,1,0,5,0,2
23,15.77,2.23,1,0,5,0,2
24,39.42,7.58,0,0,5,0,4
25,19.82,3.18,0,0,5,0,2
26,17.81,2.34,0,0,5,0,4
27,13.37,2.00,0,0,5,0,2
28,12.69,2.00,0,0,5,0,2
29,21.70,4.30,0,0,5,0,2
30,19.65,3.00,1,0,5,0,2
31,9.55,1.45,0,0,5,0,2
32,18.35,2.50,0,0,5,0,4
33,15.06,3.00,1,0,5,0,2
34,20.69,2.45,1,0,5,0,4
35,17.78,3.27,0,0,5,0,2
36,24.06,3.60,0,0,5,0,3
37,16.31,2.00,0,0,5,0,3
38,16.93,3.07,1,0,5,0,3
39,18.69,2.31,0,0,5,0,3
40,31.27,5.00,0,0,5,0,3
41,16.04,2.24,0,0,5,0,3
42,17.46,2.54,0,0,6,0,2
43,13.94,3.06,0,0,6,0,2
44,9.68,1.32,0,0,6,0,2
45,30.40,5.60,0,0,6,0,4
46,18.29,3.00,0,0,6,0,2
47,22.23,5.00,0,0,6,0,2
48,32.40,6.00,0,0,6,0,4
49,28.55,2.05,0,0,6,0,3
50,18.04,3.00,0,0,6,0,2
51,12.54,2.50,0,0,6,0,2
52,10.29,2.60,1,0,6,0,2
53,34.81,5.20,1,0,6,0,4
54,9.94,1.56,0,0,6,0,2
55,25.56,4.34,0,0,6,0,4
56,19.49,3.51,0,0,6,0,2
57,38.01,3.00,0,1,5,0,4
58,26.41,1.50,1,0,5,0,2
59,11.24,1.76,0,1,5,0,2
60,48.27,6.73,0,0,5,0,4
61,20.29,3.21,0,1,5,0,2
62,13.81,2.00,0,1,5,0,2
63,11.02,1.98,0,1,5,0,2
64,18.29,3.76,0,1,5,0,4
65,17.59,2.64,0,0,5,0,3
66,20.08,3.15,0,0,5,0,3
67,16.45,2.47,1,0,5,0,2
68,3.07,1.00,1,1,5,0,1
69,20.23,2.01,0,0,5,0,2
70,15.01,2.09,0,1,5,0,2
71,12.02,1.97,0,0,5,0,2
72,17.07,3.00,1,0,5,0,3
73,26.86,3.14,1,1,5,0,2
74,25.28,5.00,1,1,5,0,2
75,14.73,2.20,1,0,5,0,2
76,10.51,1.25,0,0,5,0,2
77,17.92,3.08,0,1,5,0,2
78,27.20,4.00,0,0,3,1,4
79,22.76,3.00,0,0,3,1,2
80,17.29,2.71,0,0,3,1,2
81,19.44,3.00,0,1,3,1,2
82,16.66,3.40,0,0,3,1,2
83,10.07,1.83,1,0,3,1,1
84,32.68,5.00,0,1,3,1,2
85,15.98,2.03,0,0,3,1,2
86,34.83,5.17,1,0,3,1,4
87,13.03,2.00,0,0,3,1,2
88,18.28,4.00,0,0,3,1,2
89,24.71,5.85,0,0,3,1,2
90,21.16,3.00,0,0,3,1,2
91,28.97,3.00,0,1,4,0,2
92,22.49,3.50,0,0,4,0,2
93,5.75,1.00,1,1,4,0,2
94,16.32,4.30,1,1,4,0,2
95,22.75,3.25,1,0,4,0,2
96,40.17,4.73,0,1,4,0,4
97,27.28,4.00,0,1,4,0,2
98,12.03,1.50,0,1,4,0,2
99,21.01,3.00,0,1,4,0,2
100,12.46,1.50,0,0,4,0,2
101,11.35,2.50,1,1,4,0,2
102,15.38,3.00,1,1,4,0,2
103,44.30,2.50,1,1,5,0,3
104,22.42,3.48,1,1,5,0,2
105,20.92,4.08,1,0,5,0,2
106,15.36,1.64,0,1,5,0,2
107,20.49,4.06,0,1,5,0,2
108,25.21,4.29,0,1,5,0,2
109,18.24,3.76,0,0,5,0,2
110,14.31,4.00,1,1,5,0,2
111,14.00,3.00,0,0,5,0,2
112,7.25,1.00,1,0,5,0,1
113,38.07,4.00,0,0,6,0,3
114,23.95,2.55,0,0,6,0,2
115,25.71,4.00,1,0,6,0,3
116,17.31,3.50,1,0,6,0,2
117,29.93,5.07,0,0,6,0,4
118,10.65,1.50,1,0,3,1,2
119,12.43,1.80,1,0,3,1,2
120,24.08,2.92,1,0,3,1,4
121,11.69,2.31,0,0,3,1,2
122,13.42,1.68,1,0,3,1,2
123,14.26,2.50,0,0,3,1,2
124,15.95,2.00,0,0,3,1,2
125,12.48,2.52,1,0,3,1,2
126,29.80,4.20,1,0,3,1,6
127,8.52,1.48,0,0,3,1,2
128,14.52,2.00,1,0,3,1,2
129,11.38,2.00,1,0,3,1,2
130,22.82,2.18,0,0,3,1,3
131,19.08,1.50,0,0,3,1,2
132,20.27,2.83,1,0,3,1,2
133,11.17,1.50,1,0,3,1,2
134,12.26,2.00,1,0,3,1,2
135,18.26,3.25,1,0,3,1,2
136,8.51,1.25,1,0,3,1,2
137,10.33,2.00,1,0,3,1,2
138,14.15,2.00,1,0,3,1,2
139,16.00,2.00,0,1,3,1,2
140,13.16,2.75,1,0,3,1,2
141,17.47,3.50,1,0,3,1,2
142,34.30,6.70,0,0,3,1,6
143,41.19,5.00,0,0,3,1,5
144,27.05,5.00,1,0,3,1,6
145,16.43,2.30,1,0,3,1,2
146,8.35,1.50,1,0,3,1,2
147,18.64,1.36,1,0,3,1,3
148,11.87,1.63,1,0,3,1,2
149,9.78,1.73,0,0,3,1,2
150,7.51,2.00,0,0,3,1,2
151,14.07,2.50,0,0,6,0,2
152,13.13,2.00,0,0,6,0,2
153,17.26,2.74,0,0,6,0,3
154,24.55,2.00,0,0,6,0,4
155,19.77,2.00,0,0,6,0,4
156,29.85,5.14,1,0,6,0,5
157,48.17,5.00,0,0,6,0,6
158,25.00,3.75,1,0,6,0,4
159,13.39,2.61,1,0,6,0,2
160,16.49,2.00,0,0,6,0,4
161,21.50,3.50,0,0,6,0,4
162,12.66,2.50,0,0,6,0,2
163,16.21,2.00,1,0,6,0,3
164,13.81,2.00,0,0,6,0,2
165,17.51,3.00,1,1,6,0,2
166,24.52,3.48,0,0,6,0,3
167,20.76,2.24,0,0,6,0,2
168,31.71,4.50,0,0,6,0,4
169,10.59,1.61,1,1,5,0,2
170,10.63,2.00,1,1,5,0,2
171,50.81,10.00,0,1,5,0,3
172,15.81,3.16,0,1,5,0,2
173,7.25,5.15,0,1,6,0,2
174,31.85,3.18,0,1,6,0,2
175,16.82,4.00,0,1,6,0,2
176,32.90,3.11,0,1,6,0,2
177,17.89,2.00,0,1,6,0,2
178,14.48,2.00,0,1,6,0,2
179,9.60,4.00,1,1,6,0,2
180,34.63,3.55,0,1,6,0,2
181,34.65,3.68,0,1,6,0,4
182,23.33,5.65,0,1,6,0,2
183,45.35,3.50,0,1,6,0,3
184,23.17,6.50,0,1,6,0,4
185,40.55,3.00,0,1,6,0,2
186,20.69,5.00,0,0,6,0,5
187,20.90,3.50,1,1,6,0,3
188,30.46,2.00,0,1,6,0,5
189,18.15,3.50,1,1,6,0,3
190,23.10,4.00,0,1,6,0,3
191,15.69,1.50,0,1,6,0,2
192,19.81,4.19,1,1,3,1,2
193,28.44,2.56,0,1,3,1,2
194,15.48,2.02,0,1,3,1,2
195,16.58,4.00,0,1,3,1,2
196,7.56,1.44,0,0,3,1,2
197,10.34,2.00,0,1,3,1,2
198,43.11,5.00,1,1,3,1,4
199,13.00,2.00,1,1,3,1,2
200,13.51,2.00,0,1,3,1,2
201,18.71,4.00,0,1,3,1,3
202,12.74,2.01,1,1,3,1,2
203,13.00,2.00,1,1,3,1,2
204,16.40,2.50,1,1,3,1,2
205,20.53,4.00,0,1,3,1,4
206,16.47,3.23,1,1,3,1,3
207,26.59,3.41,0,1,5,0,3
208,38.73,3.00,0,1,5,0,4
209,24.27,2.03,0,1,5,0,2
210,12.76,2.23,1,1,5,0,2
211,30.06,2.00,0,1,5,0,3
212,25.89,5.16,0,1,5,0,4
213,48.33,9.00,0,0,5,0,4
214,13.27,2.50,1,1,5,0,2
215,28.17,6.50,1,1,5,0,3
216,12.90,1.10,1,1,5,0,2
217,28.15,3.00,0,1,5,0,5
218,11.59,1.50,0,1,5,0,2
219,7.74,1.44,0,1,5,0,2
220,30.14,3.09,1,1,5,0,4
